feature_name,importance,cumulative_importance
cg18970151,0.032223159189130296,0.032223159189130296
cg15545410,0.03108482442564219,0.06330798361477248
cg11517269,0.02335565865567397,0.08666364227044646
cg19979108,0.02259424104996491,0.10925788332041136
cg07746943,0.021463611752553898,0.13072149507296527
cg13897122,0.021235071796882696,0.15195656686984796
cg11481687,0.021013464568915115,0.17297003143876308
cg08714433,0.020743812835435076,0.19371384427419816
cg09667606,0.018777156137056914,0.21249100041125507
cg22151446,0.018486512589119534,0.2309775130003746
cg08477332,0.01825086573646354,0.24922837873683815
cg25976170,0.01824922688206955,0.2674776056189077
cg03368627,0.018101064923256718,0.2855786705421644
cg14533068,0.017113208845138915,0.3026918793873033
cg22859289,0.01701416052710422,0.3197060399144075
cg18105979,0.016523752145146793,0.3362297920595543
cg17942750,0.016196928005732424,0.3524267200652867
cg20295949,0.01598345240611345,0.3684101724714001
cg19341652,0.015690468177086248,0.38410064064848637
cg10473367,0.014868652161252665,0.39896929280973903
cg19053239,0.0147540842275192,0.41372337703725826
cg23363202,0.014217687099117124,0.4279410641363754
cg06126713,0.013963946938930792,0.44190501107530616
cg11611644,0.013435472451532478,0.45534048352683865
cg08107960,0.013182784288154451,0.4685232678149931
cg15346781,0.013089769326738332,0.4816130371417314
cg03014934,0.012991177422555197,0.4946042145642866
cg00723338,0.01257424351738294,0.5071784580816695
cg20631997,0.012566547482898928,0.5197450055645685
cg17253517,0.012547457257544149,0.5322924628221126
cg19308222,0.012429398715472774,0.5447218615375854
cg04309234,0.012392704648555252,0.5571145661861406
cg16628334,0.012125227096233818,0.5692397932823745
cg06394109,0.011761171332672111,0.5810009646150466
cg00220952,0.01161603278423389,0.5926169973992804
cg00136405,0.01151438071741442,0.6041313781166948
cg03651054,0.011355525452392115,0.615486903569087
rs2857639,0.011282664698469853,0.6267695682675568
rs10936224,0.01114782933310446,0.6379173976006612
cg00977827,0.010957036822980219,0.6488744344236415
cg08799922,0.010918652329031704,0.6597930867526731
cg10047845,0.01090181692941229,0.6706949036820854
cg02367655,0.010772006007202371,0.6814669096892878
cg26632948,0.010753346717072274,0.6922202564063601
cg12162424,0.010732057047315006,0.7029523134536751
cg17122213,0.01070990870754321,0.7136622221612183
cg27218796,0.010688267258657758,0.7243504894198761
cg01253160,0.01055976188485536,0.7349102513047315
cg13607218,0.010559505305982462,0.745469756610714
cg05829145,0.010484867580358435,0.7559546241910724
cg15842218,0.010333827038218567,0.766288451229291
cg07938480,0.01030187998426494,0.7765903312135559
cg10980436,0.010285376635899833,0.7868757078494557
cg13467628,0.01008631882675153,0.7969620266762072
cg24811352,0.009976047013909388,0.8069380736901166
cg08717751,0.009882418338162117,0.8168204920282788
cg02243157,0.009607678048744807,0.8264281700770236
cg18547284,0.009547101172147491,0.8359752712491711
cg24947371,0.009516151287434594,0.8454914225366057
cg17242351,0.009508947294644727,0.8550003698312504
cg27037013,0.009475083242604746,0.8644754530738551
cg12460133,0.009327502064364668,0.8738029551382198
cg26121591,0.009048694321997917,0.8828516494602178
cg12646385,0.008768745707418023,0.8916203951676358
cg24786658,0.008675712797641597,0.9002961079652774
cg11945372,0.00832202713718081,0.9086181351024581
cg27072025,0.008212959331177685,0.9168310944336359
cg25518868,0.008202383865413422,0.9250334782990492
cg26276327,0.008119425265705369,0.9331529035647547
cg03942599,0.008065970096039704,0.9412188736607944
cg16238336,0.00799797928126691,0.9492168529420613
cg08757924,0.007875414800110043,0.9570922677421713
cg17416644,0.007725201005667552,0.9648174687478388
cg21233003,0.0075990609089137545,0.9724165296567525
cg05274323,0.007529383199363631,0.9799459128561161
cg10833066,0.007470707569597556,0.9874166204257137
cg14429209,0.0065933859973442265,0.9940100064230579
cg15885274,0.005989993576941744,0.9999999999999997
