feature_name,importance,cumulative_importance
KLK3_354,0.034239138493693165,0.034239138493693165
TOMM34_10953,0.03318957002921466,0.06742870852290783
TBC1D3B_414059,0.02719868600451898,0.09462739452742681
CKB_1152,0.024945625402796767,0.11957301993022358
MBOAT4_619373,0.016891871366995128,0.1364648912972187
SLC23A3_151295,0.016181825716097737,0.15264671701331645
MATN2_4147,0.01542730831800549,0.16807402533132193
cg15449516,0.014553646977018343,0.18262767230834026
cg10531104,0.01422168973316304,0.1968493620415033
cg26419869,0.013382794031035697,0.210232156072539
CSAD_51380,0.011626867015630205,0.2218590230881692
cg18335233,0.011313515348193873,0.2331725384363631
hsa-mir-127,0.011068249054949603,0.2442407874913127
SKINT1L_391037,0.01074635574410743,0.25498714323542016
SGSM2_9905,0.010367796368627748,0.2653549396040479
FOXC2_2303,0.010233150069076505,0.27558808967312437
NMD3_51068,0.010109582594499908,0.28569767226762427
ZNF700_90592,0.01004333347131297,0.29574100573893725
RLIM_51132,0.009892293126725769,0.30563329886566304
ITGA3_3675,0.009770636921964879,0.31540393578762793
ZDHHC4_55146,0.009623794943465427,0.32502773073109337
ENC1_8507,0.00952687281355237,0.3345546035446457
CEP112_201134,0.009505051716990507,0.34405965526163623
ADA_100,0.009354026872043982,0.35341368213368024
AHRR_57491,0.009318445869449795,0.36273212800313004
TBC1D3_729873,0.009310040539154265,0.3720421685422843
cg26993500,0.009294196681832867,0.3813363652241171
FGD3_89846,0.009178427653572633,0.39051479287768975
cg02837536,0.008984410252321265,0.399499203130011
ABCB8_11194,0.008979845832260998,0.40847904896227205
hsa-mir-3922,0.00896687697357323,0.4174459259358453
MS4A3_932,0.008945597203249703,0.426391523139095
MUL1_79594,0.008864612135926748,0.43525613527502177
cg06128688,0.00881496194284557,0.44407109721786736
cg14854474,0.008814126910139136,0.45288522412800647
cg20492807,0.008670571554917192,0.46155579568292365
cg20707230,0.008659416342429328,0.470215212025353
SPATA46_284680,0.008608841321837847,0.47882405334719086
cg14950169,0.008579925548149039,0.4874039788953399
cg07664999,0.008554315017305638,0.4959582939126455
ZNF83_55769,0.008453078157533033,0.5044113720701785
SMOX_54498,0.00844957157267599,0.5128609436428545
CASKIN1_57524,0.00843703600453969,0.5212979796473942
cg19960891,0.008411440427525856,0.5297094200749201
cg19139618,0.008399887344664665,0.5381093074195847
hsa-mir-5690,0.008361024818623369,0.5464703322382081
MAPK9_5601,0.008325523736283277,0.5547958559744913
cg09381003,0.008310879538805284,0.5631067355132966
CCDC43_124808,0.008307324579006736,0.5714140600923033
TLNRD1_59274,0.008298183866631033,0.5797122439589344
RYR1_6261,0.008282653806044699,0.587994897764979
CLN8_2055,0.008184397476933811,0.5961792952419128
LHX4_89884,0.008176518377081471,0.6043558136189943
cg14518209,0.008171929073750292,0.6125277426927446
C9orf163_158055,0.008138323227162698,0.6206660659199073
ZNF823_55552,0.008132592044996088,0.6287986579649033
cg10234068,0.008113921085905668,0.636912579050809
KIAA1586_57691,0.008101791970041057,0.64501437102085
cg09896412,0.008079097966401246,0.6530934689872513
RBM18_92400,0.008054635888306926,0.6611481048755582
?_645851,0.008050328691449901,0.6691984335670081
ANXA8L1_244,0.008046065651353775,0.6772444992183619
cg15143268,0.007966435616570334,0.6852109348349322
IRAK4_51135,0.007943990742809194,0.6931549255777414
KLRA1P_10748,0.007921598160730008,0.7010765237384714
cg26787915,0.007895804654000036,0.7089723283924715
cg13442432,0.007857913433370119,0.7168302418258417
MT1F_4494,0.007830657682132761,0.7246608995079744
cg14371620,0.0077379035288851206,0.7323988030368596
LOC100133957_100133957,0.007713774501590688,0.7401125775384503
cg16769152,0.007683151741483276,0.7477957292799335
cg11879776,0.0076631708929033185,0.7554589001728369
PNPLA3_80339,0.007659623020520165,0.763118523193357
cg01089425,0.007652912895023724,0.7707714360883807
LINC00696_100128378,0.007601979047059097,0.7783734151354398
cg09642857,0.007575281264580969,0.7859486964000207
cg09696560,0.007501192851215188,0.7934498892512359
hsa-mir-4443,0.0074778356993625665,0.8009277249505985
cg10439431,0.007467132241443447,0.808394857192042
ABHD11-AS1_171022,0.0074463722579557415,0.8158412294499977
RCL1_10171,0.007281744859965231,0.823122974309963
CAMP_820,0.007253792094000374,0.8303767664039633
ZC3H15_55854,0.007248416841308627,0.8376251832452719
MET_4233,0.007210855019490285,0.8448360382647622
cg23035419,0.007203824555236771,0.852039862819999
CPNE2_221184,0.007199094399360986,0.85923895721936
IFIT1B_439996,0.007171365353700377,0.8664103225730603
cg17634781,0.00707069805951098,0.8734810206325713
CCDC130_81576,0.007010058816882198,0.8804910794494535
PFKFB4_5210,0.006990397333079306,0.8874814767825328
cg03561565,0.006871638821632423,0.8943531156041652
IL1RAPL2_26280,0.006649974910649982,0.9010030905148152
cg13967424,0.006637426958882698,0.9076405174736979
cg14328408,0.006633879859202052,0.9142743973329
cg06704455,0.006623499864494179,0.9208978971973941
cg12874092,0.006560806880154498,0.9274587040775486
cg07367113,0.006399291548495757,0.9338579956260443
cg26620959,0.00639464147087432,0.9402526370969186
GUCA1B_2979,0.006331975991665766,0.9465846130885844
ARID3A_1820,0.0061741246523471524,0.9527587377409316
CACNA1I_8911,0.006138746253654195,0.9588974839945857
hsa-mir-6516,0.006114068153412396,0.9650115521479982
OPLAH_26873,0.006087484133031788,0.97109903628103
cg09177106,0.005967478032362953,0.977066514313393
SLC16A3_9123,0.005855771398832941,0.982922285712226
cg26027669,0.005833670396778486,0.9887559561090045
CBY2_220082,0.005727430928766364,0.9944833870377708
MAPRE1_22919,0.0055166129622291026,0.9999999999999999
